dataset,series,x_name,x_value,y_name,y_value,units,n,projection_order,field_order,residual_target_count,small_argument_threshold,small_argument_terms,panel_quad_order,self_panel_quad_order,angular_samples,source_doi,h_over_L,kL,P,beta_deg,notes
amplitude_polar,h/L=0.00,phi_deg,0.263671875,differential_tscs_over_L_db,-17.45196001850261,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,0.3515625,differential_tscs_over_L_db,-17.45192302215699,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,0.439453125,differential_tscs_over_L_db,-17.45187565438908,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,0.52734375,differential_tscs_over_L_db,-17.45181806441525,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,0.615234375,differential_tscs_over_L_db,-17.45175043460508,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,0.703125,differential_tscs_over_L_db,-17.45167298047788,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,0.791015625,differential_tscs_over_L_db,-17.4515859506981,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,0.87890625,differential_tscs_over_L_db,-17.45148962707035,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,0.9667968749999999,differential_tscs_over_L_db,-17.45138432453348,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,1.0546875,differential_tscs_over_L_db,-17.45127039115354,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,1.142578125,differential_tscs_over_L_db,-17.45114820811644,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,1.23046875,differential_tscs_over_L_db,-17.45101818971888,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,1.318359375,differential_tscs_over_L_db,-17.45088078335888,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,1.40625,differential_tscs_over_L_db,-17.45073646952489,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,1.494140625,differential_tscs_over_L_db,-17.45058576178375,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
